tag,beta,N,T,epsilon,mu,seed,variance,engagement,update_rate,bimodality,n_clusters
N_sweep,5,400,4000,0.15,0.3,6,0.06422162894498179,0.8807093424528722,0.6645,0.20553933923343443,24
N_sweep,5,400,4000,0.15,0.3,7,0.07183070872301109,0.8789978105564695,0.6495,0.21896185560317255,37
N_sweep,5,400,4000,0.15,0.3,8,0.07368058870149038,0.8809499067321022,0.676,0.21941790364444916,34
N_sweep,5,400,4000,0.15,0.3,9,0.0753182660939632,0.884205625933887,0.67675,0.21937759422833594,25
N_sweep,5,400,4000,0.15,0.3,10,0.07104753758782217,0.8792161272394078,0.6545,0.2205588834537244,38
N_sweep,5,400,4000,0.15,0.3,11,0.06845740367016143,0.8830202869374376,0.6765,0.22889110498289744,33
N_sweep,5,400,4000,0.15,0.3,12,0.07362087933797921,0.8794200180102734,0.66675,0.22298952746448342,27
N_sweep,5,400,4000,0.15,0.3,13,0.07657964910695267,0.8856949550763821,0.682,0.22884258026924514,32
N_sweep,5,400,4000,0.15,0.3,14,0.07616151798577762,0.8807141309591416,0.65275,0.22167237437275186,29
N_sweep,5,400,4000,0.15,0.3,15,0.07581142428001822,0.8807543872565744,0.64625,0.2258719108327253,34
N_sweep,5,400,4000,0.15,0.3,16,0.07827397194295582,0.8805484389421543,0.6695,0.22561226471319212,27
N_sweep,5,400,4000,0.15,0.3,17,0.07146604695994098,0.8814207774202876,0.67125,0.22148263108165397,26
N_sweep,5,400,4000,0.15,0.3,18,0.07415437905704982,0.8798813649404157,0.6375,0.21261229397279718,36
N_sweep,5,400,4000,0.15,0.3,19,0.07021835172209362,0.8780443238212098,0.6515,0.229971499303546,31
N_sweep,5,400,4000,0.15,0.3,20,0.07423807821544293,0.8825819225848476,0.6685,0.21542763309860144,36
N_sweep,5,400,4000,0.15,0.3,21,0.07135389893347076,0.8751599528976822,0.641,0.2260013239446358,34
N_sweep,5,400,4000,0.15,0.3,22,0.0779939561624427,0.8867388044274833,0.685,0.2205204693798428,25
N_sweep,5,400,4000,0.15,0.3,23,0.07182018024638501,0.8788073755057879,0.652,0.2212545013757295,32
N_sweep,5,400,4000,0.15,0.3,24,0.06930129685274837,0.8781340797463375,0.6585,0.2217633287531157,35
N_sweep,5,400,4000,0.15,0.3,25,0.07211629786072325,0.8806416303882072,0.63925,0.21563069633987236,30
N_sweep,5,400,4000,0.15,0.3,26,0.07258230283915794,0.8776509432392572,0.6485,0.22119752002723234,40
N_sweep,5,400,4000,0.15,0.3,27,0.07298393191800123,0.8804578217996474,0.65875,0.21842568285454383,32
N_sweep,5,400,4000,0.15,0.3,28,0.07567092558157734,0.8805525567638348,0.654,0.22514698490406623,29
N_sweep,5,400,4000,0.15,0.3,29,0.0675521969688172,0.8794887169045305,0.6485,0.22211889303663052,26
