team_acc,human_acc,ai_acc,comply_rate,over_reliance,under_reliance,final_trust,complementarity,sweep,value,p_ai,seed
0.7541,0.6502333333333333,0.7493,0.5662666666666667,0.37295572397287596,0.369055562969883,0.5059153498627256,0.0048000000000000265,eta_down,0.24,0.75,8
0.7556333333333334,0.6520333333333334,0.7468333333333333,0.5614666666666667,0.36234364713627387,0.3710332515063602,0.5104094800454235,0.00880000000000003,eta_down,0.24,0.75,9
0.7543666666666666,0.6512666666666667,0.7517333333333334,0.5687,0.3717776584317938,0.36626463284852784,0.49874526846159367,0.0026333333333332654,eta_down,0.24,0.75,10
0.7612333333333333,0.6542,0.753,0.5706666666666667,0.36558704453441293,0.3620628596724214,0.48930061888651627,0.008233333333333315,eta_down,0.24,0.75,11
0.7549333333333333,0.6535333333333333,0.7460333333333333,0.5595333333333333,0.36592728704554406,0.3745587775345159,0.4964625338114646,0.008900000000000019,eta_down,0.24,0.75,12
0.7592,0.6497333333333334,0.749,0.5617666666666666,0.35564409030544486,0.3691588785046729,0.5068936088058519,0.010199999999999987,eta_down,0.24,0.75,13
0.7581333333333333,0.6499,0.7527333333333334,0.5753666666666667,0.36775411162038285,0.3564343282260207,0.4931890384752626,0.00539999999999996,eta_down,0.24,0.75,14
0.7586,0.6493333333333333,0.7526666666666667,0.5719,0.3725067385444744,0.362577502214349,0.4954833396947318,0.005933333333333346,eta_down,0.24,0.75,15
0.7568,0.6530666666666667,0.7498666666666667,0.565,0.369136460554371,0.3696657183499289,0.5054560121078799,0.006933333333333347,eta_down,0.24,0.75,16
0.7532666666666666,0.6452,0.7475,0.5629333333333333,0.3607920792079208,0.36878483835005577,0.5108300831207871,0.005766666666666587,eta_down,0.24,0.75,17
0.7591666666666667,0.6468333333333334,0.7537666666666667,0.5721666666666667,0.36334100446730744,0.35961615000221114,0.5089712917244227,0.00539999999999996,eta_down,0.24,0.75,18
0.7541333333333333,0.6482333333333333,0.7476333333333334,0.5671,0.36547351736890765,0.3648401622898925,0.5009258538373614,0.00649999999999995,eta_down,0.24,0.75,19
0.8266,0.6516666666666666,0.8507333333333333,0.7248666666666667,0.5156319785618579,0.23842175378105165,0.6574107960706849,-0.02413333333333334,eta_down,0.24,0.85,0
0.8254666666666667,0.6491,0.8493666666666667,0.7254,0.5140517813675592,0.2371178525175621,0.650968240176754,-0.023900000000000032,eta_down,0.24,0.85,1
0.8301,0.6511,0.8525,0.7306666666666667,0.5172881355932203,0.23241446725317694,0.6449663486055592,-0.022400000000000087,eta_down,0.24,0.85,2
0.8286,0.6516,0.8508666666666667,0.7328333333333333,0.538667858739383,0.23313484290527306,0.6584074611122316,-0.022266666666666657,eta_down,0.24,0.85,3
0.8307333333333333,0.6494666666666666,0.8545333333333334,0.7324,0.5263519706691109,0.23252457481666405,0.6731242784976013,-0.023800000000000043,eta_down,0.24,0.85,4
